,StudentID,CourseID,Name,StudyOrNot,Semester,Group
1267,26,18,Tương tác người máy,0,4,1
1268,26,19,Thương mại điện tử,0,4,1
1269,26,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
1270,26,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
1271,26,22,Lập trình GUI với Qt Framework,0,4,2
1272,26,23,Những môn chính học kỳ 5,1,5,0
1273,26,24,Tâm lí học đại cương,1,5,1
1274,26,25,Cơ sở văn hóa Việt Nam,0,5,1
1275,26,26,Xã hội học,0,5,1
1276,26,27,Tiếng Việt thực hành,0,5,1
1277,26,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
1278,26,29,Hội họa,0,5,1
1279,26,30,Những môn chính học kỳ 6,1,6,0
1280,26,31,Lập trình phân tán với công nghệ .NET,0,6,1
1281,26,32,Lập trình phân tán với công nghệ Java,1,6,1
1282,26,33,Lập trình mạng với Qt Framework,0,6,1
1283,26,34,Khai thác dữ liệu và ứng dụng,0,6,2
1284,26,35,Kỹ thuật điện tử ,0,6,2
1285,26,36,Lập trình phân tích dữ liệu 1,0,6,2
1286,26,37,Những môn chính học kỳ 7,1,7,0
1287,26,38,Lập trình WWW (.NET),0,7,1
1288,26,39,Lập trình WWW (Java),1,7,1
1289,26,40,Lập trình IoTs,0,7,1
1290,26,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
1291,26,42,Những môn chính học kỳ 8,1,8,0
1292,26,43,Lập trình phân tích dữ liệu 2 ,0,8,1
1293,26,44,Automat & ngôn ngữ hình thức ,0,8,1
1294,26,45,Lập trình thiết bị di động nâng cao ,1,8,1
1295,26,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
1296,26,47,Nhập môn dữ liệu lớn ,0,8,2
1297,26,48,Quản lý dự án CNTT,0,8,2
1298,26,49,Tiếp thị điện tử ,0,8,2
1299,26,50,Những môn chính học kỳ 9,1,9,0
1300,27,1,Những môn chính học kỳ 1,1,1,0
1301,27,2,Những môn chính học kỳ 2,1,1,0
1302,27,3,Logic học,0,2,1
1303,27,4,Phương pháp tính,0,2,1
1304,27,5,Vật lý đại cương,0,2,1
1305,27,6,Toán ứng dụng,0,2,1
1306,27,7,Hàm phức và phép biến đổi Laplace,0,2,1
1307,27,8,Những môn chính học kỳ 3,1,3,0
1308,27,9,Kỹ năng xây dựng kế hoạch ,0,3,1
1309,27,10,Quản trị học,0,3,1
1310,27,11,Quản trị doanh nghiệp,0,3,1
1311,27,12,Kế toán cơ bản,0,3,1
1312,27,13,Môi trường và con người ,0,3,1
1313,27,14,Giao tiếp kinh doanh,0,3,1
1314,27,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
1315,27,16,Những môn chính học kỳ 4,1,4,0
1316,27,17,Hệ quản trị cơ sở dữ liệu,0,4,1
1317,27,18,Tương tác người máy,0,4,1
1318,27,19,Thương mại điện tử,0,4,1
1319,27,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
1320,27,21,Lập trình hướng sự kiện với công nghệ Java,0,4,2
1321,27,22,Lập trình GUI với Qt Framework,0,4,2
1322,27,23,Những môn chính học kỳ 5,1,5,0
1323,27,24,Tâm lí học đại cương,0,5,1
1324,27,25,Cơ sở văn hóa Việt Nam,0,5,1
1325,27,26,Xã hội học,0,5,1
1326,27,27,Tiếng Việt thực hành,0,5,1
1327,27,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
1328,27,29,Hội họa,0,5,1
1329,27,30,Những môn chính học kỳ 6,1,6,0
1330,27,31,Lập trình phân tán với công nghệ .NET,0,6,1
1331,27,32,Lập trình phân tán với công nghệ Java,0,6,1
1332,27,33,Lập trình mạng với Qt Framework,0,6,1
1333,27,34,Khai thác dữ liệu và ứng dụng,0,6,2
1334,27,35,Kỹ thuật điện tử ,1,6,2
1335,27,36,Lập trình phân tích dữ liệu 1,0,6,2
1336,27,37,Những môn chính học kỳ 7,1,7,0
1337,27,38,Lập trình WWW (.NET),0,7,1
1338,27,39,Lập trình WWW (Java),0,7,1
1339,27,40,Lập trình IoTs,0,7,1
1340,27,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
1341,27,42,Những môn chính học kỳ 8,1,8,0
1342,27,43,Lập trình phân tích dữ liệu 2 ,0,8,1
1343,27,44,Automat & ngôn ngữ hình thức ,0,8,1
1344,27,45,Lập trình thiết bị di động nâng cao ,0,8,1
1345,27,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
1346,27,47,Nhập môn dữ liệu lớn ,0,8,2
1347,27,48,Quản lý dự án CNTT,0,8,2
1348,27,49,Tiếp thị điện tử ,0,8,2
1349,27,50,Những môn chính học kỳ 9,1,9,0
1350,28,1,Những môn chính học kỳ 1,1,1,0
1351,28,2,Những môn chính học kỳ 2,1,1,0
1352,28,3,Logic học,1,2,1
1353,28,4,Phương pháp tính,0,2,1
1354,28,5,Vật lý đại cương,0,2,1
1355,28,6,Toán ứng dụng,0,2,1
1356,28,7,Hàm phức và phép biến đổi Laplace,0,2,1
1357,28,8,Những môn chính học kỳ 3,1,3,0
1358,28,9,Kỹ năng xây dựng kế hoạch ,0,3,1
1359,28,10,Quản trị học,0,3,1
1360,28,11,Quản trị doanh nghiệp,0,3,1
1361,28,12,Kế toán cơ bản,0,3,1
1362,28,13,Môi trường và con người ,0,3,1
1363,28,14,Giao tiếp kinh doanh,0,3,1
1364,28,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
1365,28,16,Những môn chính học kỳ 4,1,4,0
1366,28,17,Hệ quản trị cơ sở dữ liệu,0,4,1
1367,28,18,Tương tác người máy,0,4,1
1368,28,19,Thương mại điện tử,0,4,1
1369,28,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
1370,28,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
1371,28,22,Lập trình GUI với Qt Framework,0,4,2
1372,28,23,Những môn chính học kỳ 5,1,5,0
1373,28,24,Tâm lí học đại cương,1,5,1
1374,28,25,Cơ sở văn hóa Việt Nam,0,5,1
1375,28,26,Xã hội học,0,5,1
1376,28,27,Tiếng Việt thực hành,0,5,1
1377,28,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
1378,28,29,Hội họa,0,5,1
1379,28,30,Những môn chính học kỳ 6,1,6,0
1380,28,31,Lập trình phân tán với công nghệ .NET,0,6,1
1381,28,32,Lập trình phân tán với công nghệ Java,1,6,1
1382,28,33,Lập trình mạng với Qt Framework,0,6,1
1383,28,34,Khai thác dữ liệu và ứng dụng,0,6,2
1384,28,35,Kỹ thuật điện tử ,0,6,2
1385,28,36,Lập trình phân tích dữ liệu 1,0,6,2
1386,28,37,Những môn chính học kỳ 7,1,7,0
1387,28,38,Lập trình WWW (.NET),0,7,1
1388,28,39,Lập trình WWW (Java),1,7,1
1389,28,40,Lập trình IoTs,0,7,1
1390,28,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
1391,28,42,Những môn chính học kỳ 8,1,8,0
1392,28,43,Lập trình phân tích dữ liệu 2 ,0,8,1
1393,28,44,Automat & ngôn ngữ hình thức ,0,8,1
1394,28,45,Lập trình thiết bị di động nâng cao ,0,8,1
1395,28,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,1,8,2
1396,28,47,Nhập môn dữ liệu lớn ,0,8,2
1397,28,48,Quản lý dự án CNTT,0,8,2
1398,28,49,Tiếp thị điện tử ,0,8,2
1399,28,50,Những môn chính học kỳ 9,1,9,0
1400,29,1,Những môn chính học kỳ 1,1,1,0
1401,29,2,Những môn chính học kỳ 2,1,1,0
1402,29,3,Logic học,0,2,1
1403,29,4,Phương pháp tính,0,2,1
1404,29,5,Vật lý đại cương,1,2,1
1405,29,6,Toán ứng dụng,0,2,1
1406,29,7,Hàm phức và phép biến đổi Laplace,0,2,1
1407,29,8,Những môn chính học kỳ 3,1,3,0
1408,29,9,Kỹ năng xây dựng kế hoạch ,0,3,1
1409,29,10,Quản trị học,0,3,1
1410,29,11,Quản trị doanh nghiệp,0,3,1
1411,29,12,Kế toán cơ bản,0,3,1
1412,29,13,Môi trường và con người ,0,3,1
1413,29,14,Giao tiếp kinh doanh,0,3,1
1414,29,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,1,3,1
1415,29,16,Những môn chính học kỳ 4,1,4,0
1416,29,17,Hệ quản trị cơ sở dữ liệu,0,4,1
1417,29,18,Tương tác người máy,0,4,1
1418,29,19,Thương mại điện tử,0,4,1
1419,29,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
1420,29,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
1421,29,22,Lập trình GUI với Qt Framework,0,4,2
1422,29,23,Những môn chính học kỳ 5,1,5,0
1423,29,24,Tâm lí học đại cương,1,5,1
1424,29,25,Cơ sở văn hóa Việt Nam,0,5,1
1425,29,26,Xã hội học,0,5,1
1426,29,27,Tiếng Việt thực hành,0,5,1
1427,29,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
1428,29,29,Hội họa,0,5,1
1429,29,30,Những môn chính học kỳ 6,1,6,0
1430,29,31,Lập trình phân tán với công nghệ .NET,0,6,1
1431,29,32,Lập trình phân tán với công nghệ Java,1,6,1
1432,29,33,Lập trình mạng với Qt Framework,0,6,1
1433,29,34,Khai thác dữ liệu và ứng dụng,0,6,2
1434,29,35,Kỹ thuật điện tử ,0,6,2
1435,29,36,Lập trình phân tích dữ liệu 1,0,6,2
1436,29,37,Những môn chính học kỳ 7,1,7,0
1437,29,38,Lập trình WWW (.NET),0,7,1
1438,29,39,Lập trình WWW (Java),1,7,1
1439,29,40,Lập trình IoTs,0,7,1
1440,29,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
1441,29,42,Những môn chính học kỳ 8,1,8,0
1442,29,43,Lập trình phân tích dữ liệu 2 ,0,8,1
1443,29,44,Automat & ngôn ngữ hình thức ,0,8,1
1444,29,45,Lập trình thiết bị di động nâng cao ,0,8,1
1445,29,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
1446,29,47,Nhập môn dữ liệu lớn ,1,8,2
1447,29,48,Quản lý dự án CNTT,0,8,2
1448,29,49,Tiếp thị điện tử ,0,8,2
1449,29,50,Những môn chính học kỳ 9,1,9,0
1450,30,1,Những môn chính học kỳ 1,1,1,0
1451,30,2,Những môn chính học kỳ 2,1,1,0
1452,30,3,Logic học,0,2,1
1453,30,4,Phương pháp tính,0,2,1
1454,30,5,Vật lý đại cương,0,2,1
1455,30,6,Toán ứng dụng,1,2,1
1456,30,7,Hàm phức và phép biến đổi Laplace,0,2,1
1457,30,8,Những môn chính học kỳ 3,1,3,0
1458,30,9,Kỹ năng xây dựng kế hoạch ,0,3,1
1459,30,10,Quản trị học,0,3,1
1460,30,11,Quản trị doanh nghiệp,0,3,1
1461,30,12,Kế toán cơ bản,0,3,1
1462,30,13,Môi trường và con người ,0,3,1
1463,30,14,Giao tiếp kinh doanh,0,3,1
1464,30,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,1,3,1
1465,30,16,Những môn chính học kỳ 4,1,4,0
1466,30,17,Hệ quản trị cơ sở dữ liệu,0,4,1
1467,30,18,Tương tác người máy,0,4,1
1468,30,19,Thương mại điện tử,0,4,1
1469,30,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
1470,30,21,Lập trình hướng sự kiện với công nghệ Java,0,4,2
1471,30,22,Lập trình GUI với Qt Framework,0,4,2
1472,30,23,Những môn chính học kỳ 5,1,5,0
1473,30,24,Tâm lí học đại cương,0,5,1
1474,30,25,Cơ sở văn hóa Việt Nam,0,5,1
1475,30,26,Xã hội học,0,5,1
1476,30,27,Tiếng Việt thực hành,0,5,1
1477,30,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
1478,30,29,Hội họa,0,5,1
1479,30,30,Những môn chính học kỳ 6,1,6,0
1480,30,31,Lập trình phân tán với công nghệ .NET,0,6,1
1481,30,32,Lập trình phân tán với công nghệ Java,0,6,1
1482,30,33,Lập trình mạng với Qt Framework,0,6,1
1483,30,34,Khai thác dữ liệu và ứng dụng,0,6,2
1484,30,35,Kỹ thuật điện tử ,0,6,2
1485,30,36,Lập trình phân tích dữ liệu 1,0,6,2
1486,30,37,Những môn chính học kỳ 7,1,7,0
1487,30,38,Lập trình WWW (.NET),0,7,1
1488,30,39,Lập trình WWW (Java),0,7,1
1489,30,40,Lập trình IoTs,0,7,1
1490,30,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
1491,30,42,Những môn chính học kỳ 8,1,8,0
1492,30,43,Lập trình phân tích dữ liệu 2 ,0,8,1
1493,30,44,Automat & ngôn ngữ hình thức ,0,8,1
1494,30,45,Lập trình thiết bị di động nâng cao ,0,8,1
1495,30,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,1,8,2
1496,30,47,Nhập môn dữ liệu lớn ,0,8,2
1497,30,48,Quản lý dự án CNTT,0,8,2
1498,30,49,Tiếp thị điện tử ,0,8,2
1499,30,50,Những môn chính học kỳ 9,1,9,0
1500,31,1,Những môn chính học kỳ 1,1,1,0
1501,31,2,Những môn chính học kỳ 2,1,1,0
1502,31,3,Logic học,0,2,1
1503,31,4,Phương pháp tính,1,2,1
1504,31,5,Vật lý đại cương,0,2,1
1505,31,6,Toán ứng dụng,0,2,1
1506,31,7,Hàm phức và phép biến đổi Laplace,0,2,1
1507,31,8,Những môn chính học kỳ 3,1,3,0
1508,31,9,Kỹ năng xây dựng kế hoạch ,1,3,1
1509,31,10,Quản trị học,0,3,1
1510,31,11,Quản trị doanh nghiệp,0,3,1
1511,31,12,Kế toán cơ bản,0,3,1
1512,31,13,Môi trường và con người ,0,3,1
1513,31,14,Giao tiếp kinh doanh,0,3,1
1514,31,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
1515,31,16,Những môn chính học kỳ 4,1,4,0
1516,31,17,Hệ quản trị cơ sở dữ liệu,0,4,1
1517,31,18,Tương tác người máy,1,4,1
1518,31,19,Thương mại điện tử,0,4,1
1519,31,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
1520,31,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
1521,31,22,Lập trình GUI với Qt Framework,0,4,2
1522,31,23,Những môn chính học kỳ 5,1,5,0
1523,31,24,Tâm lí học đại cương,0,5,1
1524,31,25,Cơ sở văn hóa Việt Nam,1,5,1
1525,31,26,Xã hội học,0,5,1
1526,31,27,Tiếng Việt thực hành,0,5,1
1527,31,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
1528,31,29,Hội họa,0,5,1
1529,31,30,Những môn chính học kỳ 6,1,6,0
1530,31,31,Lập trình phân tán với công nghệ .NET,0,6,1
1531,31,32,Lập trình phân tán với công nghệ Java,1,6,1
1532,31,33,Lập trình mạng với Qt Framework,0,6,1
1533,31,34,Khai thác dữ liệu và ứng dụng,0,6,2
1534,31,35,Kỹ thuật điện tử ,0,6,2
1535,31,36,Lập trình phân tích dữ liệu 1,0,6,2
1536,31,37,Những môn chính học kỳ 7,1,7,0
1537,31,38,Lập trình WWW (.NET),0,7,1
1538,31,39,Lập trình WWW (Java),1,7,1
1539,31,40,Lập trình IoTs,0,7,1
1540,31,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
1541,31,42,Những môn chính học kỳ 8,1,8,0
1542,31,43,Lập trình phân tích dữ liệu 2 ,0,8,1
1543,31,44,Automat & ngôn ngữ hình thức ,0,8,1
1544,31,45,Lập trình thiết bị di động nâng cao ,0,8,1
1545,31,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
1546,31,47,Nhập môn dữ liệu lớn ,0,8,2
1547,31,48,Quản lý dự án CNTT,1,8,2
1548,31,49,Tiếp thị điện tử ,0,8,2
1549,31,50,Những môn chính học kỳ 9,1,9,0
1550,32,1,Những môn chính học kỳ 1,1,1,0
1551,32,2,Những môn chính học kỳ 2,1,1,0
1552,32,3,Logic học,1,2,1
1553,32,4,Phương pháp tính,0,2,1
1554,32,5,Vật lý đại cương,0,2,1
1555,32,6,Toán ứng dụng,0,2,1
1556,32,7,Hàm phức và phép biến đổi Laplace,0,2,1
1557,32,8,Những môn chính học kỳ 3,1,3,0
1558,32,9,Kỹ năng xây dựng kế hoạch ,0,3,1
1559,32,10,Quản trị học,0,3,1
1560,32,11,Quản trị doanh nghiệp,1,3,1
1561,32,12,Kế toán cơ bản,0,3,1
1562,32,13,Môi trường và con người ,0,3,1
1563,32,14,Giao tiếp kinh doanh,0,3,1
1564,32,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
1565,32,16,Những môn chính học kỳ 4,1,4,0
1566,32,17,Hệ quản trị cơ sở dữ liệu,1,4,1
1567,32,18,Tương tác người máy,0,4,1
1568,32,19,Thương mại điện tử,0,4,1
1569,32,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
1570,32,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
1571,32,22,Lập trình GUI với Qt Framework,0,4,2
1572,32,23,Những môn chính học kỳ 5,1,5,0
1573,32,24,Tâm lí học đại cương,1,5,1
1574,32,25,Cơ sở văn hóa Việt Nam,0,5,1
1575,32,26,Xã hội học,0,5,1
1576,32,27,Tiếng Việt thực hành,0,5,1
1577,32,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
1578,32,29,Hội họa,0,5,1
1579,32,30,Những môn chính học kỳ 6,1,6,0
1580,32,31,Lập trình phân tán với công nghệ .NET,0,6,1
1581,32,32,Lập trình phân tán với công nghệ Java,0,6,1
1582,32,33,Lập trình mạng với Qt Framework,0,6,1
1583,32,34,Khai thác dữ liệu và ứng dụng,1,6,2
1584,32,35,Kỹ thuật điện tử ,0,6,2
1585,32,36,Lập trình phân tích dữ liệu 1,0,6,2
1586,32,37,Những môn chính học kỳ 7,1,7,0
1587,32,38,Lập trình WWW (.NET),0,7,1
1588,32,39,Lập trình WWW (Java),0,7,1
1589,32,40,Lập trình IoTs,0,7,1
1590,32,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
1591,32,42,Những môn chính học kỳ 8,1,8,0
1592,32,43,Lập trình phân tích dữ liệu 2 ,0,8,1
1593,32,44,Automat & ngôn ngữ hình thức ,0,8,1
1594,32,45,Lập trình thiết bị di động nâng cao ,0,8,1
1595,32,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
1596,32,47,Nhập môn dữ liệu lớn ,0,8,2
1597,32,48,Quản lý dự án CNTT,0,8,2
1598,32,49,Tiếp thị điện tử ,0,8,2
1599,32,50,Những môn chính học kỳ 9,1,9,0
1600,33,1,Những môn chính học kỳ 1,1,1,0
1601,33,2,Những môn chính học kỳ 2,1,1,0
1602,33,3,Logic học,0,2,1
1603,33,4,Phương pháp tính,0,2,1
1604,33,5,Vật lý đại cương,1,2,1
1605,33,6,Toán ứng dụng,0,2,1
1606,33,7,Hàm phức và phép biến đổi Laplace,0,2,1
1607,33,8,Những môn chính học kỳ 3,1,3,0
1608,33,9,Kỹ năng xây dựng kế hoạch ,0,3,1
1609,33,10,Quản trị học,0,3,1
1610,33,11,Quản trị doanh nghiệp,0,3,1
1611,33,12,Kế toán cơ bản,0,3,1
1612,33,13,Môi trường và con người ,0,3,1
1613,33,14,Giao tiếp kinh doanh,1,3,1
1614,33,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
1615,33,16,Những môn chính học kỳ 4,1,4,0
1616,33,17,Hệ quản trị cơ sở dữ liệu,1,4,1
1617,33,18,Tương tác người máy,0,4,1
1618,33,19,Thương mại điện tử,0,4,1
1619,33,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
1620,33,21,Lập trình hướng sự kiện với công nghệ Java,1,4,2
1621,33,22,Lập trình GUI với Qt Framework,0,4,2
1622,33,23,Những môn chính học kỳ 5,1,5,0
1623,33,24,Tâm lí học đại cương,0,5,1
1624,33,25,Cơ sở văn hóa Việt Nam,0,5,1
1625,33,26,Xã hội học,0,5,1
1626,33,27,Tiếng Việt thực hành,1,5,1
1627,33,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
1628,33,29,Hội họa,0,5,1
1629,33,30,Những môn chính học kỳ 6,1,6,0
1630,33,31,Lập trình phân tán với công nghệ .NET,0,6,1
1631,33,32,Lập trình phân tán với công nghệ Java,1,6,1
1632,33,33,Lập trình mạng với Qt Framework,0,6,1
1633,33,34,Khai thác dữ liệu và ứng dụng,1,6,2
1634,33,35,Kỹ thuật điện tử ,0,6,2
1635,33,36,Lập trình phân tích dữ liệu 1,0,6,2
1636,33,37,Những môn chính học kỳ 7,1,7,0
1637,33,38,Lập trình WWW (.NET),0,7,1
1638,33,39,Lập trình WWW (Java),1,7,1
1639,33,40,Lập trình IoTs,0,7,1
1640,33,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
1641,33,42,Những môn chính học kỳ 8,1,8,0
1642,33,43,Lập trình phân tích dữ liệu 2 ,0,8,1
1643,33,44,Automat & ngôn ngữ hình thức ,0,8,1
1644,33,45,Lập trình thiết bị di động nâng cao ,0,8,1
1645,33,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
1646,33,47,Nhập môn dữ liệu lớn ,0,8,2
1647,33,48,Quản lý dự án CNTT,1,8,2
1648,33,49,Tiếp thị điện tử ,0,8,2
1649,33,50,Những môn chính học kỳ 9,1,9,0
1650,34,1,Những môn chính học kỳ 1,1,1,0
1651,34,2,Những môn chính học kỳ 2,1,1,0
1652,34,3,Logic học,0,2,1
1653,34,4,Phương pháp tính,1,2,1
1654,34,5,Vật lý đại cương,0,2,1
1655,34,6,Toán ứng dụng,0,2,1
1656,34,7,Hàm phức và phép biến đổi Laplace,0,2,1
1657,34,8,Những môn chính học kỳ 3,1,3,0
1658,34,9,Kỹ năng xây dựng kế hoạch ,1,3,1
1659,34,10,Quản trị học,0,3,1
1660,34,11,Quản trị doanh nghiệp,0,3,1
1661,34,12,Kế toán cơ bản,0,3,1
1662,34,13,Môi trường và con người ,0,3,1
1663,34,14,Giao tiếp kinh doanh,0,3,1
1664,34,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
1665,34,16,Những môn chính học kỳ 4,1,4,0
1666,34,17,Hệ quản trị cơ sở dữ liệu,1,4,1
1667,34,18,Tương tác người máy,0,4,1
1668,34,19,Thương mại điện tử,0,4,1
1669,34,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
1670,34,21,Lập trình hướng sự kiện với công nghệ Java,0,4,2
1671,34,22,Lập trình GUI với Qt Framework,0,4,2
1672,34,23,Những môn chính học kỳ 5,1,5,0
1673,34,24,Tâm lí học đại cương,0,5,1
1674,34,25,Cơ sở văn hóa Việt Nam,1,5,1
1675,34,26,Xã hội học,0,5,1
1676,34,27,Tiếng Việt thực hành,0,5,1
1677,34,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
1678,34,29,Hội họa,0,5,1
1679,34,30,Những môn chính học kỳ 6,1,6,0
1680,34,31,Lập trình phân tán với công nghệ .NET,0,6,1
1681,34,32,Lập trình phân tán với công nghệ Java,1,6,1
1682,34,33,Lập trình mạng với Qt Framework,0,6,1
1683,34,34,Khai thác dữ liệu và ứng dụng,0,6,2
1684,34,35,Kỹ thuật điện tử ,0,6,2
1685,34,36,Lập trình phân tích dữ liệu 1,0,6,2
1686,34,37,Những môn chính học kỳ 7,1,7,0
1687,34,38,Lập trình WWW (.NET),0,7,1
1688,34,39,Lập trình WWW (Java),1,7,1
1689,34,40,Lập trình IoTs,0,7,1
1690,34,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
1691,34,42,Những môn chính học kỳ 8,1,8,0
1692,34,43,Lập trình phân tích dữ liệu 2 ,0,8,1
1693,34,44,Automat & ngôn ngữ hình thức ,0,8,1
1694,34,45,Lập trình thiết bị di động nâng cao ,1,8,1
1695,34,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
1696,34,47,Nhập môn dữ liệu lớn ,0,8,2
1697,34,48,Quản lý dự án CNTT,0,8,2
1698,34,49,Tiếp thị điện tử ,0,8,2
1699,34,50,Những môn chính học kỳ 9,1,9,0
1700,35,1,Những môn chính học kỳ 1,1,1,0
1701,35,2,Những môn chính học kỳ 2,1,1,0
1702,35,3,Logic học,0,2,1
1703,35,4,Phương pháp tính,0,2,1
1704,35,5,Vật lý đại cương,0,2,1
1705,35,6,Toán ứng dụng,0,2,1
1706,35,7,Hàm phức và phép biến đổi Laplace,0,2,1
1707,35,8,Những môn chính học kỳ 3,1,3,0
1708,35,9,Kỹ năng xây dựng kế hoạch ,0,3,1
1709,35,10,Quản trị học,0,3,1
1710,35,11,Quản trị doanh nghiệp,0,3,1
1711,35,12,Kế toán cơ bản,0,3,1
1712,35,13,Môi trường và con người ,0,3,1
1713,35,14,Giao tiếp kinh doanh,0,3,1
1714,35,15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,0,3,1
1715,35,16,Những môn chính học kỳ 4,1,4,0
1716,35,17,Hệ quản trị cơ sở dữ liệu,0,4,1
1717,35,18,Tương tác người máy,0,4,1
1718,35,19,Thương mại điện tử,0,4,1
1719,35,20,Lập trình hướng sự kiện với công nghệ .NET,0,4,2
1720,35,21,Lập trình hướng sự kiện với công nghệ Java,0,4,2
1721,35,22,Lập trình GUI với Qt Framework,0,4,2
1722,35,23,Những môn chính học kỳ 5,1,5,0
1723,35,24,Tâm lí học đại cương,0,5,1
1724,35,25,Cơ sở văn hóa Việt Nam,0,5,1
1725,35,26,Xã hội học,0,5,1
1726,35,27,Tiếng Việt thực hành,0,5,1
1727,35,28,Âm nhạc - Nhạc lý và Guitar căn bản,0,5,1
1728,35,29,Hội họa,0,5,1
1729,35,30,Những môn chính học kỳ 6,1,6,0
1730,35,31,Lập trình phân tán với công nghệ .NET,0,6,1
1731,35,32,Lập trình phân tán với công nghệ Java,0,6,1
1732,35,33,Lập trình mạng với Qt Framework,0,6,1
1733,35,34,Khai thác dữ liệu và ứng dụng,0,6,2
1734,35,35,Kỹ thuật điện tử ,0,6,2
1735,35,36,Lập trình phân tích dữ liệu 1,0,6,2
1736,35,37,Những môn chính học kỳ 7,1,7,0
1737,35,38,Lập trình WWW (.NET),0,7,1
1738,35,39,Lập trình WWW (Java),0,7,1
1739,35,40,Lập trình IoTs,0,7,1
1740,35,41,Phát triển ứng dụng Web với Qt Engine,0,7,1
1741,35,42,Những môn chính học kỳ 8,1,8,0
1742,35,43,Lập trình phân tích dữ liệu 2 ,0,8,1
1743,35,44,Automat & ngôn ngữ hình thức ,0,8,1
1744,35,45,Lập trình thiết bị di động nâng cao ,0,8,1
1745,35,46,Kiến trúc hướng dịch vụ và Điện toán đám mây  ,0,8,2
1746,35,47,Nhập môn dữ liệu lớn ,0,8,2
1747,35,48,Quản lý dự án CNTT,1,8,2
1748,35,49,Tiếp thị điện tử ,0,8,2
1749,35,50,Những môn chính học kỳ 9,1,9,0
1750,36,1,Những môn chính học kỳ 1,1,1,0
1751,36,2,Những môn chính học kỳ 2,1,1,0
1752,36,3,Logic học,1,2,1
1753,36,4,Phương pháp tính,0,2,1
1754,36,5,Vật lý đại cương,0,2,1
1755,36,6,Toán ứng dụng,0,2,1
1756,36,7,Hàm phức và phép biến đổi Laplace,0,2,1
1757,36,8,Những môn chính học kỳ 3,1,3,0
1758,36,9,Kỹ năng xây dựng kế hoạch ,0,3,1
1759,36,10,Quản trị học,0,3,1
1760,36,11,Quản trị doanh nghiệp,0,3,1
1761,36,12,Kế toán cơ bản,1,3,1
1762,36,13,Môi trường và con người ,0,3,1
1763,36,14,Giao tiếp kinh doanh,0,3,1
